Indicator,State,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,06/09/2021,06/21/2021,31.3
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,06/09/2021,06/21/2021,31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,06/09/2021,06/21/2021,29.8
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,06/09/2021,06/21/2021,23.0
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,06/09/2021,06/21/2021,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,06/09/2021,06/21/2021,29.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,06/09/2021,06/21/2021,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,06/09/2021,06/21/2021,22.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,06/09/2021,06/21/2021,26.1
Symptoms of Depressive Disorder,Alabama,06/23/2021,07/05/2021,25.3
Symptoms of Depressive Disorder,Alaska,06/23/2021,07/05/2021,17.9
Symptoms of Depressive Disorder,Arizona,06/23/2021,07/05/2021,27.2
Symptoms of Depressive Disorder,Arkansas,06/23/2021,07/05/2021,17.4
Symptoms of Depressive Disorder,California,06/23/2021,07/05/2021,22.6
Symptoms of Depressive Disorder,Colorado,06/23/2021,07/05/2021,18.6
Symptoms of Depressive Disorder,Connecticut,06/23/2021,07/05/2021,18.1
Symptoms of Depressive Disorder,Delaware,06/23/2021,07/05/2021,17.4
Symptoms of Depressive Disorder,District of Columbia,06/23/2021,07/05/2021,20.3
Symptoms of Depressive Disorder,Florida,06/23/2021,07/05/2021,19.1
Symptoms of Depressive Disorder,Georgia,06/23/2021,07/05/2021,23.3
Symptoms of Depressive Disorder,Hawaii,06/23/2021,07/05/2021,28.2
Symptoms of Depressive Disorder,Idaho,06/23/2021,07/05/2021,20.7
Symptoms of Depressive Disorder,Illinois,06/23/2021,07/05/2021,16.0
Symptoms of Depressive Disorder,Indiana,06/23/2021,07/05/2021,21.1
Symptoms of Depressive Disorder,Iowa,06/23/2021,07/05/2021,15.4
Symptoms of Depressive Disorder,Kansas,06/23/2021,07/05/2021,16.9
Symptoms of Depressive Disorder,Kentucky,06/23/2021,07/05/2021,26.2
Symptoms of Depressive Disorder,Louisiana,06/23/2021,07/05/2021,21.9
Symptoms of Depressive Disorder,Maine,06/23/2021,07/05/2021,15.1
Symptoms of Depressive Disorder,Maryland,06/23/2021,07/05/2021,21.3
Symptoms of Depressive Disorder,Massachusetts,06/23/2021,07/05/2021,18.8
Symptoms of Depressive Disorder,Michigan,06/23/2021,07/05/2021,22.1
Symptoms of Depressive Disorder,Minnesota,06/23/2021,07/05/2021,15.6
Symptoms of Depressive Disorder,Mississippi,06/23/2021,07/05/2021,24.4
Symptoms of Depressive Disorder,Missouri,06/23/2021,07/05/2021,21.1
Symptoms of Depressive Disorder,Montana,06/23/2021,07/05/2021,16.1
Symptoms of Depressive Disorder,Nebraska,06/23/2021,07/05/2021,17.7
Symptoms of Depressive Disorder,Nevada,06/23/2021,07/05/2021,26.2
Symptoms of Depressive Disorder,New Hampshire,06/23/2021,07/05/2021,19.3
Symptoms of Depressive Disorder,New Jersey,06/23/2021,07/05/2021,14.4
Symptoms of Depressive Disorder,New Mexico,06/23/2021,07/05/2021,29.6
Symptoms of Depressive Disorder,New York,06/23/2021,07/05/2021,18.6
Symptoms of Depressive Disorder,North Carolina,06/23/2021,07/05/2021,22.7
Symptoms of Depressive Disorder,North Dakota,06/23/2021,07/05/2021,16.9
Symptoms of Depressive Disorder,Ohio,06/23/2021,07/05/2021,22.1
Symptoms of Depressive Disorder,Oklahoma,06/23/2021,07/05/2021,26.8
Symptoms of Depressive Disorder,Oregon,06/23/2021,07/05/2021,25.3
Symptoms of Depressive Disorder,Pennsylvania,06/23/2021,07/05/2021,19.1
Symptoms of Depressive Disorder,Rhode Island,06/23/2021,07/05/2021,19.7
Symptoms of Depressive Disorder,South Carolina,06/23/2021,07/05/2021,25.3
Symptoms of Depressive Disorder,South Dakota,06/23/2021,07/05/2021,21.4
Symptoms of Depressive Disorder,Tennessee,06/23/2021,07/05/2021,23.1
Symptoms of Depressive Disorder,Texas,06/23/2021,07/05/2021,22.4
Symptoms of Depressive Disorder,Utah,06/23/2021,07/05/2021,18.8
Symptoms of Depressive Disorder,Vermont,06/23/2021,07/05/2021,11.5
Symptoms of Depressive Disorder,Virginia,06/23/2021,07/05/2021,17.1
Symptoms of Depressive Disorder,Washington,06/23/2021,07/05/2021,18.8
Symptoms of Depressive Disorder,West Virginia,06/23/2021,07/05/2021,24.8
Symptoms of Depressive Disorder,Wisconsin,06/23/2021,07/05/2021,17.2
Symptoms of Depressive Disorder,Wyoming,06/23/2021,07/05/2021,21.3
Symptoms of Anxiety Disorder,Alabama,06/23/2021,07/05/2021,31.0
Symptoms of Anxiety Disorder,Alaska,06/23/2021,07/05/2021,24.4
Symptoms of Anxiety Disorder,Arizona,06/23/2021,07/05/2021,27.4
Symptoms of Anxiety Disorder,Arkansas,06/23/2021,07/05/2021,24.1
Symptoms of Anxiety Disorder,California,06/23/2021,07/05/2021,24.7
Symptoms of Anxiety Disorder,Colorado,06/23/2021,07/05/2021,24.1
Symptoms of Anxiety Disorder,Connecticut,06/23/2021,07/05/2021,22.9
Symptoms of Anxiety Disorder,Delaware,06/23/2021,07/05/2021,21.9
Symptoms of Anxiety Disorder,District of Columbia,06/23/2021,07/05/2021,23.2
Symptoms of Anxiety Disorder,Florida,06/23/2021,07/05/2021,22.9
Symptoms of Anxiety Disorder,Georgia,06/23/2021,07/05/2021,24.8
Symptoms of Anxiety Disorder,Hawaii,06/23/2021,07/05/2021,22.0
Symptoms of Anxiety Disorder,Idaho,06/23/2021,07/05/2021,24.1
Symptoms of Anxiety Disorder,Illinois,06/23/2021,07/05/2021,21.5
Symptoms of Anxiety Disorder,Indiana,06/23/2021,07/05/2021,24.4
Symptoms of Anxiety Disorder,Iowa,06/23/2021,07/05/2021,22.7
Symptoms of Anxiety Disorder,Kansas,06/23/2021,07/05/2021,23.6
Symptoms of Anxiety Disorder,Kentucky,06/23/2021,07/05/2021,28.6
Symptoms of Anxiety Disorder,Louisiana,06/23/2021,07/05/2021,24.4
Symptoms of Anxiety Disorder,Maine,06/23/2021,07/05/2021,19.1
Symptoms of Anxiety Disorder,Maryland,06/23/2021,07/05/2021,25.4
Symptoms of Anxiety Disorder,Massachusetts,06/23/2021,07/05/2021,22.9
Symptoms of Anxiety Disorder,Michigan,06/23/2021,07/05/2021,23.4
Symptoms of Anxiety Disorder,Minnesota,06/23/2021,07/05/2021,17.6
Symptoms of Anxiety Disorder,Mississippi,06/23/2021,07/05/2021,28.5
Symptoms of Anxiety Disorder,Missouri,06/23/2021,07/05/2021,25.1
Symptoms of Anxiety Disorder,Montana,06/23/2021,07/05/2021,23.2
Symptoms of Anxiety Disorder,Nebraska,06/23/2021,07/05/2021,22.7
Symptoms of Anxiety Disorder,Nevada,06/23/2021,07/05/2021,30.8
Symptoms of Anxiety Disorder,New Hampshire,06/23/2021,07/05/2021,25.3
Symptoms of Anxiety Disorder,New Jersey,06/23/2021,07/05/2021,19.1
Symptoms of Anxiety Disorder,New Mexico,06/23/2021,07/05/2021,33.0
Symptoms of Anxiety Disorder,New York,06/23/2021,07/05/2021,22.4
Symptoms of Anxiety Disorder,North Carolina,06/23/2021,07/05/2021,26.3
Symptoms of Anxiety Disorder,North Dakota,06/23/2021,07/05/2021,22.9
Symptoms of Anxiety Disorder,Ohio,06/23/2021,07/05/2021,25.3
Symptoms of Anxiety Disorder,Oklahoma,06/23/2021,07/05/2021,33.5
Symptoms of Anxiety Disorder,Oregon,06/23/2021,07/05/2021,32.6
Symptoms of Anxiety Disorder,Pennsylvania,06/23/2021,07/05/2021,22.5
Symptoms of Anxiety Disorder,Rhode Island,06/23/2021,07/05/2021,19.1
Symptoms of Anxiety Disorder,South Carolina,06/23/2021,07/05/2021,28.0
Symptoms of Anxiety Disorder,South Dakota,06/23/2021,07/05/2021,21.7
Symptoms of Anxiety Disorder,Tennessee,06/23/2021,07/05/2021,26.6
Symptoms of Anxiety Disorder,Texas,06/23/2021,07/05/2021,26.8
Symptoms of Anxiety Disorder,Utah,06/23/2021,07/05/2021,24.5
Symptoms of Anxiety Disorder,Vermont,06/23/2021,07/05/2021,23.6
Symptoms of Anxiety Disorder,Virginia,06/23/2021,07/05/2021,22.5
Symptoms of Anxiety Disorder,Washington,06/23/2021,07/05/2021,23.9
Symptoms of Anxiety Disorder,West Virginia,06/23/2021,07/05/2021,29.6
Symptoms of Anxiety Disorder,Wisconsin,06/23/2021,07/05/2021,19.2
Symptoms of Anxiety Disorder,Wyoming,06/23/2021,07/05/2021,22.3
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,06/23/2021,07/05/2021,35.9
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,06/23/2021,07/05/2021,27.4
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,06/23/2021,07/05/2021,33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,06/23/2021,07/05/2021,26.4
Symptoms of Anxiety Disorder or Depressive Disorder,California,06/23/2021,07/05/2021,30.3
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,06/23/2021,07/05/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,06/23/2021,07/05/2021,26.8
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,06/23/2021,07/05/2021,25.8
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,06/23/2021,07/05/2021,28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,06/23/2021,07/05/2021,26.6
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,06/23/2021,07/05/2021,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,06/23/2021,07/05/2021,32.9
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,06/23/2021,07/05/2021,28.9
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,06/23/2021,07/05/2021,24.0
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,06/23/2021,07/05/2021,28.8
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,06/23/2021,07/05/2021,25.3
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,06/23/2021,07/05/2021,27.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,06/23/2021,07/05/2021,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,06/23/2021,07/05/2021,29.8
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,06/23/2021,07/05/2021,23.7
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,06/23/2021,07/05/2021,30.4
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,06/23/2021,07/05/2021,26.5
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,06/23/2021,07/05/2021,29.0
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,06/23/2021,07/05/2021,21.6
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,06/23/2021,07/05/2021,33.0
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,06/23/2021,07/05/2021,30.0
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,06/23/2021,07/05/2021,26.9
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,06/23/2021,07/05/2021,25.5
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,06/23/2021,07/05/2021,35.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,06/23/2021,07/05/2021,29.9
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,06/23/2021,07/05/2021,21.9
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,06/23/2021,07/05/2021,36.6
Symptoms of Anxiety Disorder or Depressive Disorder,New York,06/23/2021,07/05/2021,26.7
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,06/23/2021,07/05/2021,31.2
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,06/23/2021,07/05/2021,27.1
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,06/23/2021,07/05/2021,31.2
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,06/23/2021,07/05/2021,37.5
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,06/23/2021,07/05/2021,36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,06/23/2021,07/05/2021,25.8
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,06/23/2021,07/05/2021,26.2
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,06/23/2021,07/05/2021,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,06/23/2021,07/05/2021,25.2
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,06/23/2021,07/05/2021,29.8
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,06/23/2021,07/05/2021,31.6
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,06/23/2021,07/05/2021,28.1
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,06/23/2021,07/05/2021,25.5
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,06/23/2021,07/05/2021,25.9
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,06/23/2021,07/05/2021,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,06/23/2021,07/05/2021,34.1
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,06/23/2021,07/05/2021,24.8
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,06/23/2021,07/05/2021,27.5
Symptoms of Depressive Disorder,Alabama,07/21/2021,08/02/2021,25.3
Symptoms of Depressive Disorder,Alaska,07/21/2021,08/02/2021,25.2
Symptoms of Depressive Disorder,Arizona,07/21/2021,08/02/2021,22.4
Symptoms of Depressive Disorder,Arkansas,07/21/2021,08/02/2021,24.5
Symptoms of Depressive Disorder,California,07/21/2021,08/02/2021,24.2
Symptoms of Depressive Disorder,Colorado,07/21/2021,08/02/2021,19.9
Symptoms of Depressive Disorder,Connecticut,07/21/2021,08/02/2021,18.7
Symptoms of Depressive Disorder,Delaware,07/21/2021,08/02/2021,26.1
Symptoms of Depressive Disorder,District of Columbia,07/21/2021,08/02/2021,23.0
Symptoms of Depressive Disorder,Florida,07/21/2021,08/02/2021,22.2
Symptoms of Depressive Disorder,Georgia,07/21/2021,08/02/2021,27.3
Symptoms of Depressive Disorder,Hawaii,07/21/2021,08/02/2021,17.9
Symptoms of Depressive Disorder,Idaho,07/21/2021,08/02/2021,19.4
Symptoms of Depressive Disorder,Illinois,07/21/2021,08/02/2021,20.5
Symptoms of Depressive Disorder,Indiana,07/21/2021,08/02/2021,23.2
Symptoms of Depressive Disorder,Iowa,07/21/2021,08/02/2021,19.7
Symptoms of Depressive Disorder,Kansas,07/21/2021,08/02/2021,19.1
Symptoms of Depressive Disorder,Kentucky,07/21/2021,08/02/2021,24.1
Symptoms of Depressive Disorder,Louisiana,07/21/2021,08/02/2021,31.3
Symptoms of Depressive Disorder,Maine,07/21/2021,08/02/2021,17.2
Symptoms of Depressive Disorder,Maryland,07/21/2021,08/02/2021,18.3
Symptoms of Depressive Disorder,Massachusetts,07/21/2021,08/02/2021,19.4
Symptoms of Depressive Disorder,Michigan,07/21/2021,08/02/2021,20.6
Symptoms of Depressive Disorder,Minnesota,07/21/2021,08/02/2021,17.5
Symptoms of Depressive Disorder,Mississippi,07/21/2021,08/02/2021,28.6
Symptoms of Depressive Disorder,Missouri,07/21/2021,08/02/2021,22.3
Symptoms of Depressive Disorder,Montana,07/21/2021,08/02/2021,16.8
Symptoms of Depressive Disorder,Nebraska,07/21/2021,08/02/2021,17.0
Symptoms of Depressive Disorder,Nevada,07/21/2021,08/02/2021,29.3
Symptoms of Depressive Disorder,New Hampshire,07/21/2021,08/02/2021,16.8
Symptoms of Depressive Disorder,New Jersey,07/21/2021,08/02/2021,17.7
Symptoms of Depressive Disorder,New Mexico,07/21/2021,08/02/2021,23.5
Symptoms of Depressive Disorder,New York,07/21/2021,08/02/2021,16.3
Symptoms of Depressive Disorder,North Carolina,07/21/2021,08/02/2021,18.7
Symptoms of Depressive Disorder,North Dakota,07/21/2021,08/02/2021,16.1
Symptoms of Depressive Disorder,Ohio,07/21/2021,08/02/2021,23.2
Symptoms of Depressive Disorder,Oklahoma,07/21/2021,08/02/2021,28.2
Symptoms of Depressive Disorder,Oregon,07/21/2021,08/02/2021,21.7
Symptoms of Depressive Disorder,Pennsylvania,07/21/2021,08/02/2021,20.2
Symptoms of Depressive Disorder,Rhode Island,07/21/2021,08/02/2021,23.5
Symptoms of Depressive Disorder,South Carolina,07/21/2021,08/02/2021,20.7
Symptoms of Depressive Disorder,South Dakota,07/21/2021,08/02/2021,17.5
Symptoms of Depressive Disorder,Tennessee,07/21/2021,08/02/2021,20.5
Symptoms of Depressive Disorder,Texas,07/21/2021,08/02/2021,26.6
Symptoms of Depressive Disorder,Utah,07/21/2021,08/02/2021,24.0
Symptoms of Depressive Disorder,Vermont,07/21/2021,08/02/2021,22.5
Symptoms of Depressive Disorder,Virginia,07/21/2021,08/02/2021,20.3
Symptoms of Depressive Disorder,Washington,07/21/2021,08/02/2021,25.5
Symptoms of Depressive Disorder,West Virginia,07/21/2021,08/02/2021,25.4
Symptoms of Depressive Disorder,Wisconsin,07/21/2021,08/02/2021,19.3
Symptoms of Depressive Disorder,Wyoming,07/21/2021,08/02/2021,21.7
Symptoms of Anxiety Disorder,Alabama,07/21/2021,08/02/2021,29.9
Symptoms of Anxiety Disorder,Alaska,07/21/2021,08/02/2021,30.5
Symptoms of Anxiety Disorder,Arizona,07/21/2021,08/02/2021,27.2
Symptoms of Anxiety Disorder,Arkansas,07/21/2021,08/02/2021,29.6
Symptoms of Anxiety Disorder,California,07/21/2021,08/02/2021,26.9
Symptoms of Anxiety Disorder,Colorado,07/21/2021,08/02/2021,24.4
Symptoms of Anxiety Disorder,Connecticut,07/21/2021,08/02/2021,21.7
Symptoms of Anxiety Disorder,Delaware,07/21/2021,08/02/2021,25.9
Symptoms of Anxiety Disorder,District of Columbia,07/21/2021,08/02/2021,28.2
Symptoms of Anxiety Disorder,Florida,07/21/2021,08/02/2021,27.4
Symptoms of Anxiety Disorder,Georgia,07/21/2021,08/02/2021,30.0
Symptoms of Anxiety Disorder,Hawaii,07/21/2021,08/02/2021,23.6
Symptoms of Anxiety Disorder,Idaho,07/21/2021,08/02/2021,24.7
Symptoms of Anxiety Disorder,Illinois,07/21/2021,08/02/2021,26.3
Symptoms of Anxiety Disorder,Indiana,07/21/2021,08/02/2021,25.6
Symptoms of Anxiety Disorder,Iowa,07/21/2021,08/02/2021,24.8
Symptoms of Anxiety Disorder,Kansas,07/21/2021,08/02/2021,26.0
Symptoms of Anxiety Disorder,Kentucky,07/21/2021,08/02/2021,27.9
Symptoms of Anxiety Disorder,Louisiana,07/21/2021,08/02/2021,36.0
Symptoms of Anxiety Disorder,Maine,07/21/2021,08/02/2021,30.6
Symptoms of Anxiety Disorder,Maryland,07/21/2021,08/02/2021,24.9
Symptoms of Anxiety Disorder,Massachusetts,07/21/2021,08/02/2021,25.3
Symptoms of Anxiety Disorder,Michigan,07/21/2021,08/02/2021,23.8
Symptoms of Anxiety Disorder,Minnesota,07/21/2021,08/02/2021,24.3
Symptoms of Anxiety Disorder,Mississippi,07/21/2021,08/02/2021,28.1
Symptoms of Anxiety Disorder,Missouri,07/21/2021,08/02/2021,26.7
Symptoms of Anxiety Disorder,Montana,07/21/2021,08/02/2021,20.1
Symptoms of Anxiety Disorder,Nebraska,07/21/2021,08/02/2021,21.6
Symptoms of Anxiety Disorder,Nevada,07/21/2021,08/02/2021,32.5
Symptoms of Anxiety Disorder,New Hampshire,07/21/2021,08/02/2021,21.8
Symptoms of Anxiety Disorder,New Jersey,07/21/2021,08/02/2021,21.6
Symptoms of Anxiety Disorder,New Mexico,07/21/2021,08/02/2021,30.1
Symptoms of Anxiety Disorder,New York,07/21/2021,08/02/2021,22.5
Symptoms of Anxiety Disorder,North Carolina,07/21/2021,08/02/2021,23.4
Symptoms of Anxiety Disorder,North Dakota,07/21/2021,08/02/2021,19.9
Symptoms of Anxiety Disorder,Ohio,07/21/2021,08/02/2021,28.2
Symptoms of Anxiety Disorder,Oklahoma,07/21/2021,08/02/2021,34.6
Symptoms of Anxiety Disorder,Oregon,07/21/2021,08/02/2021,27.8
Symptoms of Anxiety Disorder,Pennsylvania,07/21/2021,08/02/2021,24.8
Symptoms of Anxiety Disorder,Rhode Island,07/21/2021,08/02/2021,24.8
Symptoms of Anxiety Disorder,South Carolina,07/21/2021,08/02/2021,29.6
Symptoms of Anxiety Disorder,South Dakota,07/21/2021,08/02/2021,20.5
Symptoms of Anxiety Disorder,Tennessee,07/21/2021,08/02/2021,24.6
Symptoms of Anxiety Disorder,Texas,07/21/2021,08/02/2021,33.9
Symptoms of Anxiety Disorder,Utah,07/21/2021,08/02/2021,27.8
Symptoms of Anxiety Disorder,Vermont,07/21/2021,08/02/2021,23.5
Symptoms of Anxiety Disorder,Virginia,07/21/2021,08/02/2021,26.0
Symptoms of Anxiety Disorder,Washington,07/21/2021,08/02/2021,30.3
Symptoms of Anxiety Disorder,West Virginia,07/21/2021,08/02/2021,30.8
Symptoms of Anxiety Disorder,Wisconsin,07/21/2021,08/02/2021,23.8
Symptoms of Anxiety Disorder,Wyoming,07/21/2021,08/02/2021,27.8
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,07/21/2021,08/02/2021,35.3
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,07/21/2021,08/02/2021,34.2
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,07/21/2021,08/02/2021,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,07/21/2021,08/02/2021,35.0
Symptoms of Anxiety Disorder or Depressive Disorder,California,07/21/2021,08/02/2021,33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,07/21/2021,08/02/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,07/21/2021,08/02/2021,26.7
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,07/21/2021,08/02/2021,32.5
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,07/21/2021,08/02/2021,35.1
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,07/21/2021,08/02/2021,30.9
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,07/21/2021,08/02/2021,36.3
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,07/21/2021,08/02/2021,28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,07/21/2021,08/02/2021,26.9
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,07/21/2021,08/02/2021,29.6
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,07/21/2021,08/02/2021,31.8
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,07/21/2021,08/02/2021,26.9
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,07/21/2021,08/02/2021,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,07/21/2021,08/02/2021,33.7
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,07/21/2021,08/02/2021,40.9
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,07/21/2021,08/02/2021,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,07/21/2021,08/02/2021,27.4
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,07/21/2021,08/02/2021,27.9
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,07/21/2021,08/02/2021,28.8
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,07/21/2021,08/02/2021,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,07/21/2021,08/02/2021,34.8
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,07/21/2021,08/02/2021,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,07/21/2021,08/02/2021,24.2
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,07/21/2021,08/02/2021,25.1
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,07/21/2021,08/02/2021,37.0
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,07/21/2021,08/02/2021,25.9
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,07/21/2021,08/02/2021,25.8
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,07/21/2021,08/02/2021,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,New York,07/21/2021,08/02/2021,24.9
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,07/21/2021,08/02/2021,26.3
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,07/21/2021,08/02/2021,23.5
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,07/21/2021,08/02/2021,32.3
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,07/21/2021,08/02/2021,38.9
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,07/21/2021,08/02/2021,31.5
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,07/21/2021,08/02/2021,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,07/21/2021,08/02/2021,30.8
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,07/21/2021,08/02/2021,30.9
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,07/21/2021,08/02/2021,23.6
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,07/21/2021,08/02/2021,27.6
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,07/21/2021,08/02/2021,38.1
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,07/21/2021,08/02/2021,32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,07/21/2021,08/02/2021,25.8
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,07/21/2021,08/02/2021,30.3
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,07/21/2021,08/02/2021,34.7
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,07/21/2021,08/02/2021,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,07/21/2021,08/02/2021,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,07/21/2021,08/02/2021,32.3
Symptoms of Depressive Disorder,Alabama,08/04/2021,08/16/2021,21.1
Symptoms of Depressive Disorder,Alaska,08/04/2021,08/16/2021,20.2
Symptoms of Depressive Disorder,Arizona,08/04/2021,08/16/2021,24.9
Symptoms of Depressive Disorder,Arkansas,08/04/2021,08/16/2021,24.9
Symptoms of Depressive Disorder,California,08/04/2021,08/16/2021,21.3
Symptoms of Depressive Disorder,Colorado,08/04/2021,08/16/2021,21.1
Symptoms of Depressive Disorder,Connecticut,08/04/2021,08/16/2021,16.0
Symptoms of Depressive Disorder,Delaware,08/04/2021,08/16/2021,19.0
Symptoms of Depressive Disorder,District of Columbia,08/04/2021,08/16/2021,23.2
Symptoms of Depressive Disorder,Florida,08/04/2021,08/16/2021,21.7
Symptoms of Depressive Disorder,Georgia,08/04/2021,08/16/2021,24.9
Symptoms of Depressive Disorder,Hawaii,08/04/2021,08/16/2021,23.6
Symptoms of Depressive Disorder,Idaho,08/04/2021,08/16/2021,21.4
Symptoms of Depressive Disorder,Illinois,08/04/2021,08/16/2021,20.0
Symptoms of Depressive Disorder,Indiana,08/04/2021,08/16/2021,18.5
Symptoms of Depressive Disorder,Iowa,08/04/2021,08/16/2021,17.4
Symptoms of Depressive Disorder,Kansas,08/04/2021,08/16/2021,18.5
