Indicator,State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,West Virginia,05/07/2020,05/12/2020,31.8,24.7,39.7,24.7 - 39.7,25.7 - 35.5
Symptoms of Depressive Disorder,Wisconsin,05/07/2020,05/12/2020,22.9,17.2,29.5,17.2 - 29.5,20.7 - 23.0
Symptoms of Depressive Disorder,Wyoming,05/07/2020,05/12/2020,18.6,11.0,28.5,11.0 - 28.5,16.7 - 20.6
Symptoms of Anxiety Disorder,Alabama,05/07/2020,05/12/2020,27.2,21.1,34.1,21.1 - 34.1,26.3 - 28.7
Symptoms of Anxiety Disorder,Alaska,05/07/2020,05/12/2020,27.4,22.8,32.4,22.8 - 32.4,26.3 - 28.7
Symptoms of Anxiety Disorder,Arizona,05/07/2020,05/12/2020,34.2,29.2,39.4,29.2 - 39.4,31.6 - 38.3
Symptoms of Anxiety Disorder,Arkansas,05/07/2020,05/12/2020,29.1,23.4,35.3,23.4 - 35.3,28.8 - 31.5
Symptoms of Anxiety Disorder,California,05/07/2020,05/12/2020,31.4,27.4,35.6,27.4 - 35.6,28.8 - 31.5
Symptoms of Anxiety Disorder,Colorado,05/07/2020,05/12/2020,29.7,23.4,36.8,23.4 - 36.8,28.8 - 31.5
Symptoms of Anxiety Disorder,Connecticut,05/07/2020,05/12/2020,29.1,22.4,36.6,22.4 - 36.6,28.8 - 31.5
Symptoms of Anxiety Disorder,Delaware,05/07/2020,05/12/2020,24.9,19.7,30.8,19.7 - 30.8,20.3 - 26.2
Symptoms of Anxiety Disorder,District of Columbia,05/07/2020,05/12/2020,36.2,28.6,44.5,28.6 - 44.5,31.6 - 38.3
Symptoms of Anxiety Disorder,Florida,05/07/2020,05/12/2020,27.6,23.1,32.5,23.1 - 32.5,26.3 - 28.7
Symptoms of Anxiety Disorder,Georgia,05/07/2020,05/12/2020,29.5,24.2,35.4,24.2 - 35.4,28.8 - 31.5
Symptoms of Anxiety Disorder,Hawaii,05/07/2020,05/12/2020,20.4,15.9,25.5,15.9 - 25.5,20.3 - 26.2
Symptoms of Anxiety Disorder,Idaho,05/07/2020,05/12/2020,25.0,19.9,30.6,19.9 - 30.6,20.3 - 26.2
Symptoms of Anxiety Disorder,Illinois,05/07/2020,05/12/2020,35.7,30.6,41.1,30.6 - 41.1,31.6 - 38.3
Symptoms of Anxiety Disorder,Indiana,05/07/2020,05/12/2020,31.5,26.5,36.9,26.5 - 36.9,28.8 - 31.5
Symptoms of Anxiety Disorder,Iowa,05/07/2020,05/12/2020,20.3,15.5,25.9,15.5 - 25.9,20.3 - 26.2
Symptoms of Anxiety Disorder,Kansas,05/07/2020,05/12/2020,25.1,20.0,30.9,20.0 - 30.9,20.3 - 26.2
Symptoms of Anxiety Disorder,Kentucky,05/07/2020,05/12/2020,29.6,24.6,35.0,24.6 - 35.0,28.8 - 31.5
Symptoms of Anxiety Disorder,Louisiana,05/07/2020,05/12/2020,34.6,27.2,42.7,27.2 - 42.7,31.6 - 38.3
Symptoms of Anxiety Disorder,Maine,05/07/2020,05/12/2020,28.9,22.7,35.7,22.7 - 35.7,28.8 - 31.5
Symptoms of Anxiety Disorder,Maryland,05/07/2020,05/12/2020,30.1,24.2,36.6,24.2 - 36.6,28.8 - 31.5
Symptoms of Anxiety Disorder,Massachusetts,05/07/2020,05/12/2020,28.7,24.5,33.3,24.5 - 33.3,26.3 - 28.7
Symptoms of Anxiety Disorder,Michigan,05/07/2020,05/12/2020,27.0,22.4,32.1,22.4 - 32.1,26.3 - 28.7
Symptoms of Anxiety Disorder,Minnesota,05/07/2020,05/12/2020,22.9,18.4,27.9,18.4 - 27.9,20.3 - 26.2
Symptoms of Anxiety Disorder,Mississippi,05/07/2020,05/12/2020,38.3,30.9,46.0,30.9 - 46.0,31.6 - 38.3
Symptoms of Anxiety Disorder,Missouri,05/07/2020,05/12/2020,37.8,32.3,43.7,32.3 - 43.7,31.6 - 38.3
Symptoms of Anxiety Disorder,Montana,05/07/2020,05/12/2020,24.9,18.1,32.8,18.1 - 32.8,20.3 - 26.2
Symptoms of Anxiety Disorder,Nebraska,05/07/2020,05/12/2020,29.6,23.1,36.8,23.1 - 36.8,28.8 - 31.5
Symptoms of Anxiety Disorder,Nevada,05/07/2020,05/12/2020,34.0,28.3,40.2,28.3 - 40.2,31.6 - 38.3
Symptoms of Anxiety Disorder,New Hampshire,05/07/2020,05/12/2020,30.4,25.7,35.5,25.7 - 35.5,28.8 - 31.5
Symptoms of Anxiety Disorder,New Jersey,05/07/2020,05/12/2020,36.3,29.9,43.2,29.9 - 43.2,31.6 - 38.3
Symptoms of Anxiety Disorder,New Mexico,05/07/2020,05/12/2020,30.2,22.7,38.4,22.7 - 38.4,28.8 - 31.5
Symptoms of Anxiety Disorder,New York,05/07/2020,05/12/2020,33.0,27.7,38.5,27.7 - 38.5,31.6 - 38.3
Symptoms of Anxiety Disorder,North Carolina,05/07/2020,05/12/2020,25.9,20.4,32.0,20.4 - 32.0,20.3 - 26.2
Symptoms of Anxiety Disorder,North Dakota,05/07/2020,05/12/2020,25.4,18.8,33.0,18.8 - 33.0,20.3 - 26.2
Symptoms of Anxiety Disorder,Ohio,05/07/2020,05/12/2020,26.4,21.6,31.6,21.6 - 31.6,26.3 - 28.7
Symptoms of Anxiety Disorder,Oklahoma,05/07/2020,05/12/2020,27.2,20.7,34.6,20.7 - 34.6,26.3 - 28.7
Symptoms of Anxiety Disorder,Oregon,05/07/2020,05/12/2020,26.2,22.5,30.3,22.5 - 30.3,20.3 - 26.2
Symptoms of Anxiety Disorder,Pennsylvania,05/07/2020,05/12/2020,28.4,23.7,33.5,23.7 - 33.5,26.3 - 28.7
Symptoms of Anxiety Disorder,Rhode Island,05/07/2020,05/12/2020,26.9,19.2,35.9,19.2 - 35.9,26.3 - 28.7
Symptoms of Anxiety Disorder,South Carolina,05/07/2020,05/12/2020,27.9,23.0,33.3,23.0 - 33.3,26.3 - 28.7
Symptoms of Anxiety Disorder,South Dakota,05/07/2020,05/12/2020,26.1,17.9,35.7,17.9 - 35.7,20.3 - 26.2
Symptoms of Anxiety Disorder,Tennessee,05/07/2020,05/12/2020,29.6,23.4,36.5,23.4 - 36.5,28.8 - 31.5
Symptoms of Anxiety Disorder,Texas,05/07/2020,05/12/2020,32.4,28.2,36.9,28.2 - 36.9,31.6 - 38.3
Symptoms of Anxiety Disorder,Utah,05/07/2020,05/12/2020,26.0,21.6,30.9,21.6 - 30.9,20.3 - 26.2
Symptoms of Anxiety Disorder,Vermont,05/07/2020,05/12/2020,31.8,25.3,38.8,25.3 - 38.8,31.6 - 38.3
Symptoms of Anxiety Disorder,Virginia,05/07/2020,05/12/2020,26.8,21.8,32.3,21.8 - 32.3,26.3 - 28.7
Symptoms of Anxiety Disorder,Washington,05/07/2020,05/12/2020,28.5,24.5,32.8,24.5 - 32.8,26.3 - 28.7
Symptoms of Anxiety Disorder,West Virginia,05/07/2020,05/12/2020,34.6,27.3,42.4,27.3 - 42.4,31.6 - 38.3
Symptoms of Anxiety Disorder,Wisconsin,05/07/2020,05/12/2020,25.6,19.4,32.6,19.4 - 32.6,20.3 - 26.2
Symptoms of Anxiety Disorder,Wyoming,05/07/2020,05/12/2020,22.5,15.0,31.7,15.0 - 31.7,20.3 - 26.2
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,05/07/2020,05/12/2020,30.6,24.1,37.7,24.1 - 37.7,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,05/07/2020,05/12/2020,35.7,30.9,40.8,30.9 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,05/07/2020,05/12/2020,38.4,32.6,44.6,32.6 - 44.6,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,05/07/2020,05/12/2020,33.0,27.2,39.4,27.2 - 39.4,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,California,05/07/2020,05/12/2020,34.4,30.4,38.6,30.4 - 38.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,05/07/2020,05/12/2020,32.2,25.7,39.2,25.7 - 39.2,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,05/07/2020,05/12/2020,36.0,28.8,43.6,28.8 - 43.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,05/07/2020,05/12/2020,31.6,26.1,37.5,26.1 - 37.5,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,05/07/2020,05/12/2020,40.6,32.9,48.7,32.9 - 48.7,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,05/07/2020,05/12/2020,33.6,28.5,39.1,28.5 - 39.1,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,05/07/2020,05/12/2020,34.3,28.2,40.8,28.2 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,05/07/2020,05/12/2020,27.1,21.7,33.2,21.7 - 33.2,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,05/07/2020,05/12/2020,29.2,24.0,34.9,24.0 - 34.9,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,05/07/2020,05/12/2020,41.8,37.7,46.0,37.7 - 46.0,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,05/07/2020,05/12/2020,34.9,29.4,40.8,29.4 - 40.8,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,05/07/2020,05/12/2020,26.1,20.2,32.8,20.2 - 32.8,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,05/07/2020,05/12/2020,28.0,22.5,34.1,22.5 - 34.1,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,05/07/2020,05/12/2020,37.7,31.0,44.7,31.0 - 44.7,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,05/07/2020,05/12/2020,42.8,36.3,49.5,36.3 - 49.5,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,05/07/2020,05/12/2020,32.9,26.6,39.6,26.6 - 39.6,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,05/07/2020,05/12/2020,34.6,28.4,41.3,28.4 - 41.3,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,05/07/2020,05/12/2020,31.0,26.5,35.8,26.5 - 35.8,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,05/07/2020,05/12/2020,33.4,28.4,38.7,28.4 - 38.7,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,05/07/2020,05/12/2020,27.2,22.2,32.6,22.2 - 32.6,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,05/07/2020,05/12/2020,48.4,40.3,56.6,40.3 - 56.6,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,05/07/2020,05/12/2020,41.3,35.5,47.3,35.5 - 47.3,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,05/07/2020,05/12/2020,27.6,20.7,35.4,20.7 - 35.4,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,05/07/2020,05/12/2020,33.4,27.2,40.0,27.2 - 40.0,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,05/07/2020,05/12/2020,38.1,32.7,43.8,32.7 - 43.8,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,05/07/2020,05/12/2020,35.0,30.0,40.2,30.0 - 40.2,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,05/07/2020,05/12/2020,39.6,32.9,46.7,32.9 - 46.7,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,05/07/2020,05/12/2020,39.8,31.8,48.2,31.8 - 48.2,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,New York,05/07/2020,05/12/2020,36.9,31.6,42.4,31.6 - 42.4,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,05/07/2020,05/12/2020,28.1,22.4,34.4,22.4 - 34.4,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,05/07/2020,05/12/2020,28.6,21.3,36.8,21.3 - 36.8,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,05/07/2020,05/12/2020,32.8,27.5,38.6,27.5 - 38.6,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,05/07/2020,05/12/2020,31.0,24.1,38.5,24.1 - 38.5,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,05/07/2020,05/12/2020,29.9,25.4,34.8,25.4 - 34.8,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,05/07/2020,05/12/2020,32.0,27.2,37.0,27.2 - 37.0,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,05/07/2020,05/12/2020,33.8,25.4,43.0,25.4 - 43.0,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,05/07/2020,05/12/2020,33.1,27.8,38.6,27.8 - 38.6,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,05/07/2020,05/12/2020,29.8,21.5,39.2,21.5 - 39.2,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,05/07/2020,05/12/2020,34.7,28.3,41.7,28.3 - 41.7,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,05/07/2020,05/12/2020,35.9,31.4,40.6,31.4 - 40.6,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,05/07/2020,05/12/2020,30.4,25.1,36.2,25.1 - 36.2,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,05/07/2020,05/12/2020,35.7,29.2,42.7,29.2 - 42.7,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,05/07/2020,05/12/2020,30.6,25.3,36.3,25.3 - 36.3,30.6 - 33.4
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,05/07/2020,05/12/2020,35.0,30.8,39.3,30.8 - 39.3,33.5 - 36.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,05/07/2020,05/12/2020,39.0,32.1,46.3,32.1 - 46.3,36.1 - 48.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,05/07/2020,05/12/2020,29.7,23.5,36.5,23.5 - 36.5,26.1 - 30.5
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,05/07/2020,05/12/2020,27.9,19.3,37.9,19.3 - 37.9,26.1 - 30.5
Symptoms of Depressive Disorder,Alabama,05/14/2020,05/19/2020,19.6,15.6,24.2,15.6 - 24.2,18.1-20.7
Symptoms of Depressive Disorder,Alaska,05/14/2020,05/19/2020,23.6,19.5,28.2,19.5 - 28.2,23.3-25.6
Symptoms of Depressive Disorder,Arizona,05/14/2020,05/19/2020,20.0,16.3,24.2,16.3 - 24.2,18.1-20.7
Symptoms of Depressive Disorder,Arkansas,05/14/2020,05/19/2020,28.9,24.4,33.6,24.4 - 33.6,25.7-36.4
Symptoms of Depressive Disorder,California,05/14/2020,05/19/2020,28.7,25.3,32.4,25.3 - 32.4,25.7-36.4
Symptoms of Depressive Disorder,Colorado,05/14/2020,05/19/2020,23.7,19.9,27.8,19.9 - 27.8,23.3-25.6
Symptoms of Depressive Disorder,Connecticut,05/14/2020,05/19/2020,20.2,16.5,24.3,16.5 - 24.3,18.1-20.7
Symptoms of Depressive Disorder,Delaware,05/14/2020,05/19/2020,21.8,17.9,26.2,17.9 - 26.2,20.8-23.2
Symptoms of Depressive Disorder,District of Columbia,05/14/2020,05/19/2020,25.9,18.9,33.9,18.9 - 33.9,25.7-36.4
Symptoms of Depressive Disorder,Florida,05/14/2020,05/19/2020,24.3,21.1,27.7,21.1 - 27.7,23.3-25.6
Symptoms of Depressive Disorder,Georgia,05/14/2020,05/19/2020,24.8,20.7,29.2,20.7 - 29.2,23.3-25.6
Symptoms of Depressive Disorder,Hawaii,05/14/2020,05/19/2020,21.3,16.5,26.8,16.5 - 26.8,20.8-23.2
Symptoms of Depressive Disorder,Idaho,05/14/2020,05/19/2020,18.1,14.1,22.8,14.1 - 22.8,18.1-20.7
Symptoms of Depressive Disorder,Illinois,05/14/2020,05/19/2020,24.3,20.4,28.5,20.4 - 28.5,23.3-25.6
Symptoms of Depressive Disorder,Indiana,05/14/2020,05/19/2020,24.5,20.2,29.2,20.2 - 29.2,23.3-25.6
Symptoms of Depressive Disorder,Iowa,05/14/2020,05/19/2020,18.6,14.1,23.9,14.1 - 23.9,18.1-20.7
Symptoms of Depressive Disorder,Kansas,05/14/2020,05/19/2020,21.2,17.9,24.8,17.9 - 24.8,20.8-23.2
Symptoms of Depressive Disorder,Kentucky,05/14/2020,05/19/2020,22.8,18.8,27.1,18.8 - 27.1,20.8-23.2
Symptoms of Depressive Disorder,Louisiana,05/14/2020,05/19/2020,26.5,21.3,32.1,21.3 - 32.1,25.7-36.4
Symptoms of Depressive Disorder,Maine,05/14/2020,05/19/2020,25.6,20.3,31.4,20.3 - 31.4,23.3-25.6
Symptoms of Depressive Disorder,Maryland,05/14/2020,05/19/2020,20.8,17.9,24.0,17.9 - 24.0,20.8-23.2
Symptoms of Depressive Disorder,Massachusetts,05/14/2020,05/19/2020,22.8,20.4,25.4,20.4 - 25.4,20.8-23.2
Symptoms of Depressive Disorder,Michigan,05/14/2020,05/19/2020,27.9,23.8,32.2,23.8 - 32.2,25.7-36.4
Symptoms of Depressive Disorder,Minnesota,05/14/2020,05/19/2020,20.0,16.5,23.9,16.5 - 23.9,18.1-20.7
Symptoms of Depressive Disorder,Mississippi,05/14/2020,05/19/2020,36.4,30.8,42.4,30.8 - 42.4,25.7-36.4
Symptoms of Depressive Disorder,Missouri,05/14/2020,05/19/2020,24.3,19.1,30.0,19.1 - 30.0,23.3-25.6
Symptoms of Depressive Disorder,Montana,05/14/2020,05/19/2020,21.1,16.3,26.6,16.3 - 26.6,20.8-23.2
Symptoms of Depressive Disorder,Nebraska,05/14/2020,05/19/2020,20.4,16.2,25.2,16.2 - 25.2,18.1-20.7
Symptoms of Depressive Disorder,Nevada,05/14/2020,05/19/2020,26.9,22.6,31.6,22.6 - 31.6,25.7-36.4
Symptoms of Depressive Disorder,New Hampshire,05/14/2020,05/19/2020,20.3,16.8,24.2,16.8 - 24.2,18.1-20.7
Symptoms of Depressive Disorder,New Jersey,05/14/2020,05/19/2020,26.9,22.5,31.6,22.5 - 31.6,25.7-36.4
Symptoms of Depressive Disorder,New Mexico,05/14/2020,05/19/2020,28.4,23.9,33.3,23.9 - 33.3,25.7-36.4
Symptoms of Depressive Disorder,New York,05/14/2020,05/19/2020,23.8,20.0,28.0,20.0 - 28.0,23.3-25.6
Symptoms of Depressive Disorder,North Carolina,05/14/2020,05/19/2020,22.6,17.3,28.7,17.3 - 28.7,20.8-23.2
Symptoms of Depressive Disorder,North Dakota,05/14/2020,05/19/2020,22.5,16.9,29.0,16.9 - 29.0,20.8-23.2
Symptoms of Depressive Disorder,Ohio,05/14/2020,05/19/2020,27.0,21.8,32.7,21.8 - 32.7,25.7-36.4
Symptoms of Depressive Disorder,Oklahoma,05/14/2020,05/19/2020,25.7,20.2,31.7,20.2 - 31.7,25.7-36.4
Symptoms of Depressive Disorder,Oregon,05/14/2020,05/19/2020,22.7,19.4,26.4,19.4 - 26.4,20.8-23.2
Symptoms of Depressive Disorder,Pennsylvania,05/14/2020,05/19/2020,19.8,16.1,24.0,16.1 - 24.0,18.1-20.7
Symptoms of Depressive Disorder,Rhode Island,05/14/2020,05/19/2020,18.8,14.3,24.0,14.3 - 24.0,18.1-20.7
Symptoms of Depressive Disorder,South Carolina,05/14/2020,05/19/2020,25.3,21.3,29.7,21.3 - 29.7,23.3-25.6
Symptoms of Depressive Disorder,South Dakota,05/14/2020,05/19/2020,22.7,16.7,29.7,16.7 - 29.7,20.8-23.2
Symptoms of Depressive Disorder,Tennessee,05/14/2020,05/19/2020,25.6,21.6,29.9,21.6 - 29.9,23.3-25.6
Symptoms of Depressive Disorder,Texas,05/14/2020,05/19/2020,24.9,21.8,28.1,21.8 - 28.1,23.3-25.6
Symptoms of Depressive Disorder,Utah,05/14/2020,05/19/2020,21.2,17.8,24.9,17.8 - 24.9,20.8-23.2
Symptoms of Depressive Disorder,Vermont,05/14/2020,05/19/2020,19.0,15.4,23.1,15.4 - 23.1,18.1-20.7
Symptoms of Depressive Disorder,Virginia,05/14/2020,05/19/2020,25.4,21.7,29.4,21.7 - 29.4,23.3-25.6
Symptoms of Depressive Disorder,Washington,05/14/2020,05/19/2020,23.2,20.2,26.5,20.2 - 26.5,20.8-23.2
Symptoms of Depressive Disorder,West Virginia,05/14/2020,05/19/2020,27.0,20.9,33.9,20.9 - 33.9,25.7-36.4
Symptoms of Depressive Disorder,Wisconsin,05/14/2020,05/19/2020,20.3,16.3,24.7,16.3 - 24.7,18.1-20.7
Symptoms of Depressive Disorder,Wyoming,05/14/2020,05/19/2020,20.7,15.1,27.2,15.1 - 27.2,18.1-20.7
Symptoms of Anxiety Disorder,Alabama,05/14/2020,05/19/2020,20.7,16.7,25.1,16.7 - 25.1,19.0-25.2
Symptoms of Anxiety Disorder,Alaska,05/14/2020,05/19/2020,26.2,22.0,30.7,22.0 - 30.7,25.3-27.4
Symptoms of Anxiety Disorder,Arizona,05/14/2020,05/19/2020,29.0,25.1,33.2,25.1 - 33.2,28.9-36.1
Symptoms of Anxiety Disorder,Arkansas,05/14/2020,05/19/2020,28.7,24.7,32.9,24.7 - 32.9,27.5-28.8
Symptoms of Anxiety Disorder,California,05/14/2020,05/19/2020,32.3,29.0,35.7,29.0 - 35.7,28.9-36.1
Symptoms of Anxiety Disorder,Colorado,05/14/2020,05/19/2020,27.6,24.2,31.3,24.2 - 31.3,27.5-28.8
Symptoms of Anxiety Disorder,Connecticut,05/14/2020,05/19/2020,28.7,24.2,33.5,24.2 - 33.5,27.5-28.8
Symptoms of Anxiety Disorder,Delaware,05/14/2020,05/19/2020,26.6,22.0,31.6,22.0 - 31.6,25.3-27.4
Symptoms of Anxiety Disorder,District of Columbia,05/14/2020,05/19/2020,33.3,26.0,41.3,26.0 - 41.3,28.9-36.1
Symptoms of Anxiety Disorder,Florida,05/14/2020,05/19/2020,28.2,25.1,31.4,25.1 - 31.4,27.5-28.8
Symptoms of Anxiety Disorder,Georgia,05/14/2020,05/19/2020,27.6,23.7,31.7,23.7 - 31.7,27.5-28.8
Symptoms of Anxiety Disorder,Hawaii,05/14/2020,05/19/2020,24.1,19.0,29.8,19.0 - 29.8,19.0-25.2
Symptoms of Anxiety Disorder,Idaho,05/14/2020,05/19/2020,24.0,19.4,29.2,19.4 - 29.2,19.0-25.2
Symptoms of Anxiety Disorder,Illinois,05/14/2020,05/19/2020,28.5,24.7,32.6,24.7 - 32.6,27.5-28.8
Symptoms of Anxiety Disorder,Indiana,05/14/2020,05/19/2020,32.6,27.5,38.0,27.5 - 38.0,28.9-36.1
Symptoms of Anxiety Disorder,Iowa,05/14/2020,05/19/2020,19.0,14.7,24.0,14.7 - 24.0,19.0-25.2
Symptoms of Anxiety Disorder,Kansas,05/14/2020,05/19/2020,26.7,22.8,30.9,22.8 - 30.9,25.3-27.4
Symptoms of Anxiety Disorder,Kentucky,05/14/2020,05/19/2020,27.7,23.5,32.2,23.5 - 32.2,27.5-28.8
Symptoms of Anxiety Disorder,Louisiana,05/14/2020,05/19/2020,27.9,22.8,33.5,22.8 - 33.5,27.5-28.8
Symptoms of Anxiety Disorder,Maine,05/14/2020,05/19/2020,30.6,24.7,36.9,24.7 - 36.9,28.9-36.1
Symptoms of Anxiety Disorder,Maryland,05/14/2020,05/19/2020,28.3,25.1,31.7,25.1 - 31.7,27.5-28.8
Symptoms of Anxiety Disorder,Massachusetts,05/14/2020,05/19/2020,27.4,24.1,30.9,24.1 - 30.9,25.3-27.4
Symptoms of Anxiety Disorder,Michigan,05/14/2020,05/19/2020,28.5,24.4,32.9,24.4 - 32.9,27.5-28.8
Symptoms of Anxiety Disorder,Minnesota,05/14/2020,05/19/2020,27.1,22.7,31.9,22.7 - 31.9,25.3-27.4
Symptoms of Anxiety Disorder,Mississippi,05/14/2020,05/19/2020,36.1,29.1,43.6,29.1 - 43.6,28.9-36.1
Symptoms of Anxiety Disorder,Missouri,05/14/2020,05/19/2020,30.4,25.2,36.0,25.2 - 36.0,28.9-36.1
Symptoms of Anxiety Disorder,Montana,05/14/2020,05/19/2020,25.7,20.7,31.1,20.7 - 31.1,25.3-27.4
Symptoms of Anxiety Disorder,Nebraska,05/14/2020,05/19/2020,23.3,18.8,28.4,18.8 - 28.4,19.0-25.2
Symptoms of Anxiety Disorder,Nevada,05/14/2020,05/19/2020,29.0,25.0,33.3,25.0 - 33.3,28.9-36.1
Symptoms of Anxiety Disorder,New Hampshire,05/14/2020,05/19/2020,25.2,21.2,29.5,21.2 - 29.5,19.0-25.2
Symptoms of Anxiety Disorder,New Jersey,05/14/2020,05/19/2020,34.4,29.1,40.0,29.1 - 40.0,28.9-36.1
Symptoms of Anxiety Disorder,New Mexico,05/14/2020,05/19/2020,29.6,25.4,34.2,25.4 - 34.2,28.9-36.1
Symptoms of Anxiety Disorder,New York,05/14/2020,05/19/2020,26.8,23.1,30.8,23.1 - 30.8,25.3-27.4
Symptoms of Anxiety Disorder,North Carolina,05/14/2020,05/19/2020,28.4,23.4,33.9,23.4 - 33.9,27.5-28.8
Symptoms of Anxiety Disorder,North Dakota,05/14/2020,05/19/2020,26.2,19.7,33.5,19.7 - 33.5,25.3-27.4
Symptoms of Anxiety Disorder,Ohio,05/14/2020,05/19/2020,26.2,22.5,30.2,22.5 - 30.2,25.3-27.4
Symptoms of Anxiety Disorder,Oklahoma,05/14/2020,05/19/2020,25.2,19.8,31.3,19.8 - 31.3,19.0-25.2
Symptoms of Anxiety Disorder,Oregon,05/14/2020,05/19/2020,24.2,20.3,28.4,20.3 - 28.4,19.0-25.2
Symptoms of Anxiety Disorder,Pennsylvania,05/14/2020,05/19/2020,25.8,22.3,29.5,22.3 - 29.5,25.3-27.4
Symptoms of Anxiety Disorder,Rhode Island,05/14/2020,05/19/2020,23.9,18.8,29.6,18.8 - 29.6,19.0-25.2
Symptoms of Anxiety Disorder,South Carolina,05/14/2020,05/19/2020,28.5,23.8,33.5,23.8 - 33.5,27.5-28.8
Symptoms of Anxiety Disorder,South Dakota,05/14/2020,05/19/2020,22.3,16.4,29.1,16.4 - 29.1,19.0-25.2
Symptoms of Anxiety Disorder,Tennessee,05/14/2020,05/19/2020,24.8,20.5,29.5,20.5 - 29.5,19.0-25.2
Symptoms of Anxiety Disorder,Texas,05/14/2020,05/19/2020,28.8,26.1,31.7,26.1 - 31.7,27.5-28.8
Symptoms of Anxiety Disorder,Utah,05/14/2020,05/19/2020,26.1,22.4,30.1,22.4 - 30.1,25.3-27.4
Symptoms of Anxiety Disorder,Vermont,05/14/2020,05/19/2020,25.8,21.5,30.4,21.5 - 30.4,25.3-27.4
Symptoms of Anxiety Disorder,Virginia,05/14/2020,05/19/2020,26.8,23.3,30.6,23.3 - 30.6,25.3-27.4
