Indicator,State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,02/06/2024,03/04/2024,22.4,19.3,25.7,19.3 - 25.7,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,02/06/2024,03/04/2024,26.2,22.8,29.9,22.8 - 29.9,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,02/06/2024,03/04/2024,18.1,14.5,22.1,14.5 - 22.1,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,02/06/2024,03/04/2024,18.8,15.5,22.3,15.5 - 22.3,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,02/06/2024,03/04/2024,23.4,19.4,27.8,19.4 - 27.8,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,02/06/2024,03/04/2024,21.9,18.1,26.0,18.1 - 26.0,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,02/06/2024,03/04/2024,16.6,13.6,20.0,13.6 - 20.0,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,02/06/2024,03/04/2024,26.3,21.8,31.1,21.8 - 31.1,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,New York,02/06/2024,03/04/2024,19.5,16.0,23.4,16.0 - 23.4,19.0-20.9
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,02/06/2024,03/04/2024,21.0,17.7,24.6,17.7 - 24.6,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,02/06/2024,03/04/2024,16.7,12.5,21.6,12.5 - 21.6,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,02/06/2024,03/04/2024,23.4,19.4,27.9,19.4 - 27.9,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,02/06/2024,03/04/2024,28.0,23.6,32.7,23.6 - 32.7,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,02/06/2024,03/04/2024,22.4,19.8,25.3,19.8 - 25.3,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,02/06/2024,03/04/2024,18.3,16.2,20.5,16.2 - 20.5,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,02/06/2024,03/04/2024,17.9,14.2,22.0,14.2 - 22.0,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,02/06/2024,03/04/2024,22.7,18.7,27.1,18.7 - 27.1,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,02/06/2024,03/04/2024,19.8,15.6,24.5,15.6 - 24.5,19.0-20.9
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,02/06/2024,03/04/2024,20.7,17.2,24.5,17.2 - 24.5,19.0-20.9
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,02/06/2024,03/04/2024,22.4,19.8,25.2,19.8 - 25.2,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,02/06/2024,03/04/2024,26.3,22.4,30.4,22.4 - 30.4,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,02/06/2024,03/04/2024,25.4,20.3,31.1,20.3 - 31.1,23.4-28.0
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,02/06/2024,03/04/2024,21.4,18.8,24.3,18.8 - 24.3,21.0-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,02/06/2024,03/04/2024,20.9,18.7,23.2,18.7 - 23.2,19.0-20.9
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,02/06/2024,03/04/2024,18.6,14.4,23.4,14.4 - 23.4,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,02/06/2024,03/04/2024,17.0,14.1,20.2,14.1 - 20.2,16.4-18.9
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,02/06/2024,03/04/2024,24.1,19.8,28.9,19.8 - 28.9,23.4-28.0
Symptoms of Depressive Disorder,Alabama,03/05/2024,04/01/2024,15.6,12.4,19.3,12.4 - 19.3,15.0-17.8
Symptoms of Depressive Disorder,Alaska,03/05/2024,04/01/2024,17.4,13.2,22.3,13.2 - 22.3,15.0-17.8
Symptoms of Depressive Disorder,Arizona,03/05/2024,04/01/2024,13.1,10.2,16.4,10.2 - 16.4,12.1-13.8
Symptoms of Depressive Disorder,Arkansas,03/05/2024,04/01/2024,14.8,11.5,18.6,11.5 - 18.6,13.9-14.9
Symptoms of Depressive Disorder,California,03/05/2024,04/01/2024,11.5,10.0,13.2,10.0 - 13.2,8.8-12.0
Symptoms of Depressive Disorder,Colorado,03/05/2024,04/01/2024,12.1,9.6,14.9,9.6 - 14.9,12.1-13.8
Symptoms of Depressive Disorder,Connecticut,03/05/2024,04/01/2024,11.7,9.6,14.0,9.6 - 14.0,8.8-12.0
Symptoms of Depressive Disorder,Delaware,03/05/2024,04/01/2024,14.4,10.6,19.0,10.6 - 19.0,13.9-14.9
Symptoms of Depressive Disorder,District of Columbia,03/05/2024,04/01/2024,8.8,6.3,11.9,6.3 - 11.9,8.8-12.0
Symptoms of Depressive Disorder,Florida,03/05/2024,04/01/2024,12.8,10.6,15.2,10.6 - 15.2,12.1-13.8
Symptoms of Depressive Disorder,Georgia,03/05/2024,04/01/2024,15.3,12.0,18.9,12.0 - 18.9,15.0-17.8
Symptoms of Depressive Disorder,Hawaii,03/05/2024,04/01/2024,12.0,8.6,16.0,8.6 - 16.0,8.8-12.0
Symptoms of Depressive Disorder,Idaho,03/05/2024,04/01/2024,13.7,11.2,16.5,11.2 - 16.5,12.1-13.8
Symptoms of Depressive Disorder,Illinois,03/05/2024,04/01/2024,13.3,10.4,16.7,10.4 - 16.7,12.1-13.8
Symptoms of Depressive Disorder,Indiana,03/05/2024,04/01/2024,14.9,12.6,17.4,12.6 - 17.4,13.9-14.9
Symptoms of Depressive Disorder,Iowa,03/05/2024,04/01/2024,11.3,8.5,14.7,8.5 - 14.7,8.8-12.0
Symptoms of Depressive Disorder,Kansas,03/05/2024,04/01/2024,14.8,11.5,18.6,11.5 - 18.6,13.9-14.9
Symptoms of Depressive Disorder,Kentucky,03/05/2024,04/01/2024,17.8,14.5,21.5,14.5 - 21.5,15.0-17.8
Symptoms of Depressive Disorder,Louisiana,03/05/2024,04/01/2024,14.8,11.4,18.8,11.4 - 18.8,13.9-14.9
Symptoms of Depressive Disorder,Maine,03/05/2024,04/01/2024,14.7,10.7,19.5,10.7 - 19.5,13.9-14.9
Symptoms of Depressive Disorder,Maryland,03/05/2024,04/01/2024,11.6,9.2,14.3,9.2 - 14.3,8.8-12.0
Symptoms of Depressive Disorder,Massachusetts,03/05/2024,04/01/2024,12.1,9.9,14.7,9.9 - 14.7,12.1-13.8
Symptoms of Depressive Disorder,Michigan,03/05/2024,04/01/2024,11.7,10.0,13.7,10.0 - 13.7,8.8-12.0
Symptoms of Depressive Disorder,Minnesota,03/05/2024,04/01/2024,12.3,10.2,14.5,10.2 - 14.5,12.1-13.8
Symptoms of Depressive Disorder,Mississippi,03/05/2024,04/01/2024,17.6,13.8,22.0,13.8 - 22.0,15.0-17.8
Symptoms of Depressive Disorder,Missouri,03/05/2024,04/01/2024,12.4,10.1,15.1,10.1 - 15.1,12.1-13.8
Symptoms of Depressive Disorder,Montana,03/05/2024,04/01/2024,13.1,9.1,18.1,9.1 - 18.1,12.1-13.8
Symptoms of Depressive Disorder,Nebraska,03/05/2024,04/01/2024,13.9,11.4,16.8,11.4 - 16.8,13.9-14.9
Symptoms of Depressive Disorder,Nevada,03/05/2024,04/01/2024,11.1,8.6,14.0,8.6 - 14.0,8.8-12.0
Symptoms of Depressive Disorder,New Hampshire,03/05/2024,04/01/2024,9.1,6.9,11.8,6.9 - 11.8,8.8-12.0
Symptoms of Depressive Disorder,New Jersey,03/05/2024,04/01/2024,11.1,8.3,14.6,8.3 - 14.6,8.8-12.0
Symptoms of Depressive Disorder,New Mexico,03/05/2024,04/01/2024,16.3,11.8,21.7,11.8 - 21.7,15.0-17.8
Symptoms of Depressive Disorder,New York,03/05/2024,04/01/2024,11.3,9.1,13.8,9.1 - 13.8,8.8-12.0
Symptoms of Depressive Disorder,North Carolina,03/05/2024,04/01/2024,15.3,12.1,19.0,12.1 - 19.0,15.0-17.8
Symptoms of Depressive Disorder,North Dakota,03/05/2024,04/01/2024,15.2,10.8,20.5,10.8 - 20.5,15.0-17.8
Symptoms of Depressive Disorder,Ohio,03/05/2024,04/01/2024,13.1,10.4,16.3,10.4 - 16.3,12.1-13.8
Symptoms of Depressive Disorder,Oklahoma,03/05/2024,04/01/2024,14.7,11.9,17.8,11.9 - 17.8,13.9-14.9
Symptoms of Depressive Disorder,Oregon,03/05/2024,04/01/2024,14.8,12.7,17.2,12.7 - 17.2,13.9-14.9
Symptoms of Depressive Disorder,Pennsylvania,03/05/2024,04/01/2024,14.0,11.6,16.7,11.6 - 16.7,13.9-14.9
Symptoms of Depressive Disorder,Rhode Island,03/05/2024,04/01/2024,10.6,7.4,14.5,7.4 - 14.5,8.8-12.0
Symptoms of Depressive Disorder,South Carolina,03/05/2024,04/01/2024,17.7,14.6,21.1,14.6 - 21.1,15.0-17.8
Symptoms of Depressive Disorder,South Dakota,03/05/2024,04/01/2024,9.3,6.5,12.7,6.5 - 12.7,8.8-12.0
Symptoms of Depressive Disorder,Tennessee,03/05/2024,04/01/2024,14.9,11.9,18.2,11.9 - 18.2,13.9-14.9
Symptoms of Depressive Disorder,Texas,03/05/2024,04/01/2024,16.1,13.0,19.7,13.0 - 19.7,15.0-17.8
Symptoms of Depressive Disorder,Utah,03/05/2024,04/01/2024,14.7,12.0,17.8,12.0 - 17.8,13.9-14.9
Symptoms of Depressive Disorder,Vermont,03/05/2024,04/01/2024,13.9,9.8,19.0,9.8 - 19.0,13.9-14.9
Symptoms of Depressive Disorder,Virginia,03/05/2024,04/01/2024,14.8,12.2,17.8,12.2 - 17.8,13.9-14.9
Symptoms of Depressive Disorder,Washington,03/05/2024,04/01/2024,13.8,11.7,16.0,11.7 - 16.0,12.1-13.8
Symptoms of Depressive Disorder,West Virginia,03/05/2024,04/01/2024,15.3,11.9,19.3,11.9 - 19.3,15.0-17.8
Symptoms of Depressive Disorder,Wisconsin,03/05/2024,04/01/2024,12.9,10.4,15.7,10.4 - 15.7,12.1-13.8
Symptoms of Depressive Disorder,Wyoming,03/05/2024,04/01/2024,12.8,9.0,17.5,9.0 - 17.5,12.1-13.8
Symptoms of Anxiety Disorder,Alabama,03/05/2024,04/01/2024,18.0,15.2,21.0,15.2 - 21.0,17.8-19.3
Symptoms of Anxiety Disorder,Alaska,03/05/2024,04/01/2024,16.5,12.3,21.4,12.3 - 21.4,16.2-17.7
Symptoms of Anxiety Disorder,Arizona,03/05/2024,04/01/2024,15.9,12.9,19.4,12.9 - 19.4,11.3-16.1
Symptoms of Anxiety Disorder,Arkansas,03/05/2024,04/01/2024,20.2,16.3,24.6,16.3 - 24.6,19.4-21.5
Symptoms of Anxiety Disorder,California,03/05/2024,04/01/2024,14.9,13.0,16.9,13.0 - 16.9,11.3-16.1
Symptoms of Anxiety Disorder,Colorado,03/05/2024,04/01/2024,17.6,15.5,19.9,15.5 - 19.9,16.2-17.7
Symptoms of Anxiety Disorder,Connecticut,03/05/2024,04/01/2024,14.2,11.6,17.2,11.6 - 17.2,11.3-16.1
Symptoms of Anxiety Disorder,Delaware,03/05/2024,04/01/2024,15.4,11.9,19.4,11.9 - 19.4,11.3-16.1
Symptoms of Anxiety Disorder,District of Columbia,03/05/2024,04/01/2024,21.0,15.2,27.7,15.2 - 27.7,19.4-21.5
Symptoms of Anxiety Disorder,Florida,03/05/2024,04/01/2024,17.3,14.6,20.3,14.6 - 20.3,16.2-17.7
Symptoms of Anxiety Disorder,Georgia,03/05/2024,04/01/2024,18.1,14.8,21.8,14.8 - 21.8,17.8-19.3
Symptoms of Anxiety Disorder,Hawaii,03/05/2024,04/01/2024,14.6,10.4,19.8,10.4 - 19.8,11.3-16.1
Symptoms of Anxiety Disorder,Idaho,03/05/2024,04/01/2024,18.4,15.3,21.9,15.3 - 21.9,17.8-19.3
Symptoms of Anxiety Disorder,Illinois,03/05/2024,04/01/2024,17.1,13.5,21.1,13.5 - 21.1,16.2-17.7
Symptoms of Anxiety Disorder,Indiana,03/05/2024,04/01/2024,21.1,18.4,24.0,18.4 - 24.0,19.4-21.5
Symptoms of Anxiety Disorder,Iowa,03/05/2024,04/01/2024,16.0,12.9,19.5,12.9 - 19.5,11.3-16.1
Symptoms of Anxiety Disorder,Kansas,03/05/2024,04/01/2024,18.6,15.1,22.6,15.1 - 22.6,17.8-19.3
Symptoms of Anxiety Disorder,Kentucky,03/05/2024,04/01/2024,20.6,17.2,24.3,17.2 - 24.3,19.4-21.5
Symptoms of Anxiety Disorder,Louisiana,03/05/2024,04/01/2024,18.9,15.0,23.5,15.0 - 23.5,17.8-19.3
Symptoms of Anxiety Disorder,Maine,03/05/2024,04/01/2024,19.1,15.1,23.6,15.1 - 23.6,17.8-19.3
Symptoms of Anxiety Disorder,Maryland,03/05/2024,04/01/2024,16.1,12.9,19.7,12.9 - 19.7,11.3-16.1
Symptoms of Anxiety Disorder,Massachusetts,03/05/2024,04/01/2024,17.5,15.3,19.9,15.3 - 19.9,16.2-17.7
Symptoms of Anxiety Disorder,Michigan,03/05/2024,04/01/2024,16.5,14.1,19.1,14.1 - 19.1,16.2-17.7
Symptoms of Anxiety Disorder,Minnesota,03/05/2024,04/01/2024,13.7,11.4,16.2,11.4 - 16.2,11.3-16.1
Symptoms of Anxiety Disorder,Mississippi,03/05/2024,04/01/2024,19.7,15.6,24.3,15.6 - 24.3,19.4-21.5
Symptoms of Anxiety Disorder,Missouri,03/05/2024,04/01/2024,17.7,15.1,20.5,15.1 - 20.5,16.2-17.7
Symptoms of Anxiety Disorder,Montana,03/05/2024,04/01/2024,21.5,17.2,26.3,17.2 - 26.3,19.4-21.5
Symptoms of Anxiety Disorder,Nebraska,03/05/2024,04/01/2024,15.8,13.3,18.6,13.3 - 18.6,11.3-16.1
Symptoms of Anxiety Disorder,Nevada,03/05/2024,04/01/2024,18.2,14.1,22.9,14.1 - 22.9,17.8-19.3
Symptoms of Anxiety Disorder,New Hampshire,03/05/2024,04/01/2024,13.9,10.5,17.9,10.5 - 17.9,11.3-16.1
Symptoms of Anxiety Disorder,New Jersey,03/05/2024,04/01/2024,15.9,13.0,19.0,13.0 - 19.0,11.3-16.1
Symptoms of Anxiety Disorder,New Mexico,03/05/2024,04/01/2024,19.3,14.2,25.2,14.2 - 25.2,17.8-19.3
Symptoms of Anxiety Disorder,New York,03/05/2024,04/01/2024,15.8,13.3,18.6,13.3 - 18.6,11.3-16.1
Symptoms of Anxiety Disorder,North Carolina,03/05/2024,04/01/2024,18.3,15.1,21.7,15.1 - 21.7,17.8-19.3
Symptoms of Anxiety Disorder,North Dakota,03/05/2024,04/01/2024,16.5,12.1,21.5,12.1 - 21.5,16.2-17.7
Symptoms of Anxiety Disorder,Ohio,03/05/2024,04/01/2024,19.3,15.9,23.1,15.9 - 23.1,17.8-19.3
Symptoms of Anxiety Disorder,Oklahoma,03/05/2024,04/01/2024,20.0,16.8,23.5,16.8 - 23.5,19.4-21.5
Symptoms of Anxiety Disorder,Oregon,03/05/2024,04/01/2024,20.3,17.7,23.1,17.7 - 23.1,19.4-21.5
Symptoms of Anxiety Disorder,Pennsylvania,03/05/2024,04/01/2024,17.6,14.6,20.8,14.6 - 20.8,16.2-17.7
Symptoms of Anxiety Disorder,Rhode Island,03/05/2024,04/01/2024,11.3,8.1,15.1,8.1 - 15.1,11.3-16.1
Symptoms of Anxiety Disorder,South Carolina,03/05/2024,04/01/2024,20.6,17.3,24.2,17.3 - 24.2,19.4-21.5
Symptoms of Anxiety Disorder,South Dakota,03/05/2024,04/01/2024,18.5,13.4,24.5,13.4 - 24.5,17.8-19.3
Symptoms of Anxiety Disorder,Tennessee,03/05/2024,04/01/2024,19.2,16.5,22.2,16.5 - 22.2,17.8-19.3
Symptoms of Anxiety Disorder,Texas,03/05/2024,04/01/2024,19.4,16.5,22.6,16.5 - 22.6,19.4-21.5
Symptoms of Anxiety Disorder,Utah,03/05/2024,04/01/2024,19.7,16.5,23.3,16.5 - 23.3,19.4-21.5
Symptoms of Anxiety Disorder,Vermont,03/05/2024,04/01/2024,16.3,11.6,22.1,11.6 - 22.1,16.2-17.7
Symptoms of Anxiety Disorder,Virginia,03/05/2024,04/01/2024,16.8,14.4,19.3,14.4 - 19.3,16.2-17.7
Symptoms of Anxiety Disorder,Washington,03/05/2024,04/01/2024,19.5,16.9,22.3,16.9 - 22.3,19.4-21.5
Symptoms of Anxiety Disorder,West Virginia,03/05/2024,04/01/2024,18.0,14.9,21.6,14.9 - 21.6,17.8-19.3
Symptoms of Anxiety Disorder,Wisconsin,03/05/2024,04/01/2024,16.9,13.9,20.2,13.9 - 20.2,16.2-17.7
Symptoms of Anxiety Disorder,Wyoming,03/05/2024,04/01/2024,16.9,12.9,21.5,12.9 - 21.5,16.2-17.7
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,03/05/2024,04/01/2024,23.0,19.5,26.7,19.5 - 26.7,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,03/05/2024,04/01/2024,23.2,18.6,28.2,18.6 - 28.2,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,03/05/2024,04/01/2024,19.8,16.5,23.5,16.5 - 23.5,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,03/05/2024,04/01/2024,23.0,19.0,27.3,19.0 - 27.3,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,California,03/05/2024,04/01/2024,19.0,16.7,21.5,16.7 - 21.5,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,03/05/2024,04/01/2024,19.6,17.3,22.0,17.3 - 22.0,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,03/05/2024,04/01/2024,17.9,15.2,21.0,15.2 - 21.0,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,03/05/2024,04/01/2024,19.1,15.0,23.7,15.0 - 23.7,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,03/05/2024,04/01/2024,22.1,16.4,28.7,16.4 - 28.7,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,03/05/2024,04/01/2024,20.8,17.8,24.0,17.8 - 24.0,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,03/05/2024,04/01/2024,21.5,17.6,25.8,17.6 - 25.8,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,03/05/2024,04/01/2024,19.3,14.7,24.6,14.7 - 24.6,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,03/05/2024,04/01/2024,21.2,18.0,24.7,18.0 - 24.7,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,03/05/2024,04/01/2024,19.6,16.0,23.6,16.0 - 23.6,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,03/05/2024,04/01/2024,24.2,21.6,26.8,21.6 - 26.8,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,03/05/2024,04/01/2024,18.4,15.2,22.0,15.2 - 22.0,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,03/05/2024,04/01/2024,22.0,18.1,26.3,18.1 - 26.3,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,03/05/2024,04/01/2024,25.2,21.4,29.2,21.4 - 29.2,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,03/05/2024,04/01/2024,22.0,17.9,26.4,17.9 - 26.4,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,03/05/2024,04/01/2024,21.2,17.0,26.0,17.0 - 26.0,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,03/05/2024,04/01/2024,19.1,15.8,22.8,15.8 - 22.8,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,03/05/2024,04/01/2024,20.4,18.2,22.7,18.2 - 22.7,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,03/05/2024,04/01/2024,19.0,16.6,21.5,16.6 - 21.5,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,03/05/2024,04/01/2024,17.1,14.8,19.7,14.8 - 19.7,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,03/05/2024,04/01/2024,24.5,20.0,29.6,20.0 - 29.6,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,03/05/2024,04/01/2024,21.0,17.8,24.4,17.8 - 24.4,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,03/05/2024,04/01/2024,24.2,19.7,29.1,19.7 - 29.1,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,03/05/2024,04/01/2024,19.0,16.4,21.9,16.4 - 21.9,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,03/05/2024,04/01/2024,21.6,17.4,26.4,17.4 - 26.4,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,03/05/2024,04/01/2024,16.3,13.0,20.0,13.0 - 20.0,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,03/05/2024,04/01/2024,19.7,16.3,23.5,16.3 - 23.5,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,03/05/2024,04/01/2024,24.4,19.7,29.6,19.7 - 29.6,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,New York,03/05/2024,04/01/2024,19.0,16.2,21.9,16.2 - 21.9,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,03/05/2024,04/01/2024,22.2,18.7,26.0,18.7 - 26.0,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,03/05/2024,04/01/2024,20.7,16.1,26.0,16.1 - 26.0,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,03/05/2024,04/01/2024,22.4,18.6,26.6,18.6 - 26.6,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,03/05/2024,04/01/2024,23.1,19.6,26.8,19.6 - 26.8,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,03/05/2024,04/01/2024,22.7,20.1,25.5,20.1 - 25.5,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,03/05/2024,04/01/2024,21.8,18.8,24.9,18.8 - 24.9,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,03/05/2024,04/01/2024,14.9,11.3,19.0,11.3 - 19.0,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,03/05/2024,04/01/2024,25.4,22.3,28.7,22.3 - 28.7,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,03/05/2024,04/01/2024,20.0,14.7,26.3,14.7 - 26.3,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,03/05/2024,04/01/2024,22.8,19.7,26.2,19.7 - 26.2,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,03/05/2024,04/01/2024,24.1,20.9,27.5,20.9 - 27.5,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,03/05/2024,04/01/2024,23.0,19.5,26.8,19.5 - 26.8,22.9-25.4
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,03/05/2024,04/01/2024,21.5,16.1,27.8,16.1 - 27.8,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,03/05/2024,04/01/2024,19.5,16.9,22.4,16.9 - 22.4,14.9-19.5
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,03/05/2024,04/01/2024,22.5,19.7,25.5,19.7 - 25.5,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,03/05/2024,04/01/2024,22.8,18.8,27.1,18.8 - 27.1,21.3-22.8
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,03/05/2024,04/01/2024,19.7,16.4,23.3,16.4 - 23.3,19.6-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,03/05/2024,04/01/2024,20.1,15.6,25.2,15.6 - 25.2,19.6-21.2
Symptoms of Depressive Disorder,Alabama,04/02/2024,04/29/2024,14.7,11.5,18.3,11.5 - 18.3,14.1-14.9
Symptoms of Depressive Disorder,Alaska,04/02/2024,04/29/2024,20.4,16.0,25.4,16.0 - 25.4,15.0-20.4
Symptoms of Depressive Disorder,Arizona,04/02/2024,04/29/2024,14.8,12.1,17.9,12.1 - 17.9,14.1-14.9
Symptoms of Depressive Disorder,Arkansas,04/02/2024,04/29/2024,14.7,11.5,18.3,11.5 - 18.3,14.1-14.9
Symptoms of Depressive Disorder,California,04/02/2024,04/29/2024,11.8,9.8,14.0,9.8 - 14.0,8.9-12.7
Symptoms of Depressive Disorder,Colorado,04/02/2024,04/29/2024,12.7,9.9,16.0,9.9 - 16.0,8.9-12.7
Symptoms of Depressive Disorder,Connecticut,04/02/2024,04/29/2024,13.4,9.8,17.7,9.8 - 17.7,12.8-14.0
Symptoms of Depressive Disorder,Delaware,04/02/2024,04/29/2024,15.6,10.6,21.8,10.6 - 21.8,15.0-20.4
Symptoms of Depressive Disorder,District of Columbia,04/02/2024,04/29/2024,11.6,7.6,16.8,7.6 - 16.8,8.9-12.7
Symptoms of Depressive Disorder,Florida,04/02/2024,04/29/2024,13.0,10.8,15.5,10.8 - 15.5,12.8-14.0
Symptoms of Depressive Disorder,Georgia,04/02/2024,04/29/2024,14.2,11.6,17.1,11.6 - 17.1,14.1-14.9
Symptoms of Depressive Disorder,Hawaii,04/02/2024,04/29/2024,11.3,7.9,15.3,7.9 - 15.3,8.9-12.7
Symptoms of Depressive Disorder,Idaho,04/02/2024,04/29/2024,14.0,11.4,16.9,11.4 - 16.9,12.8-14.0
Symptoms of Depressive Disorder,Illinois,04/02/2024,04/29/2024,13.6,11.1,16.5,11.1 - 16.5,12.8-14.0
Symptoms of Depressive Disorder,Indiana,04/02/2024,04/29/2024,14.7,12.4,17.2,12.4 - 17.2,14.1-14.9
Symptoms of Depressive Disorder,Iowa,04/02/2024,04/29/2024,14.0,11.2,17.2,11.2 - 17.2,12.8-14.0
Symptoms of Depressive Disorder,Kansas,04/02/2024,04/29/2024,15.4,11.8,19.5,11.8 - 19.5,15.0-20.4
Symptoms of Depressive Disorder,Kentucky,04/02/2024,04/29/2024,14.7,11.3,18.8,11.3 - 18.8,14.1-14.9
Symptoms of Depressive Disorder,Louisiana,04/02/2024,04/29/2024,14.9,11.6,18.7,11.6 - 18.7,14.1-14.9
Symptoms of Depressive Disorder,Maine,04/02/2024,04/29/2024,13.1,9.5,17.4,9.5 - 17.4,12.8-14.0
Symptoms of Depressive Disorder,Maryland,04/02/2024,04/29/2024,10.8,8.0,14.1,8.0 - 14.1,8.9-12.7
Symptoms of Depressive Disorder,Massachusetts,04/02/2024,04/29/2024,13.4,10.8,16.2,10.8 - 16.2,12.8-14.0
Symptoms of Depressive Disorder,Michigan,04/02/2024,04/29/2024,13.6,11.2,16.2,11.2 - 16.2,12.8-14.0
